"Id","SalePrice"
1775,144701.064479656
1776,134000.12703294
1777,111378.325809638
1778,141482.474986807
1779,138379.587353676
1780,165906.916533548
1781,122678.145644372
1782,93059.4888589206
1783,141317.690734425
1784,110411.500274146
1785,124444.374172542
1786,146434.24383266
1787,156561.336164148
1788,68306.0079817063
1789,99037.0894865646
1790,85998.9922309054
1791,195534.393726336
1792,166668.751834642
1793,131299.915791295
1794,156064.693360148
1795,140534.129369599
1796,134898.555052964
1797,117579.240361651
1798,116608.575577554
1799,113862.452590275
1800,120022.189893138
1801,126152.817963891
1802,132831.060041533
1803,155623.989057154
1804,144089.682087578
1805,137823.107327527
1806,127607.782832952
1807,128226.241256307
1808,117553.2874153
1809,121928.767577802
1810,133540.982341955
1811,119301.749251037
1812,96402.2884468746
1813,138660.618537745
1814,105262.047806389
1815,66276.1970014283
1816,101373.994893163
1817,105263.905938177
1818,144304.810229869
1819,129874.583938645
1820,50568.7371556127
1821,110277.181708613
1822,146088.903224596
1823,42529.6569722895
1824,114437.007014112
1825,142443.735009518
1826,110042.094764189
1827,102666.973167377
1828,131283.682490468
1829,120733.129343621
1830,136532.658327381
1831,146816.153228655
1832,57518.9288993595
1833,144115.155826438
1834,122046.55754692
1835,113883.68637502
1836,126093.849643779
1837,90895.8622733814
1838,126929.828054004
1839,113474.986627574
1840,138194.930097962
1841,131834.551753381
1842,98995.5547083123
1843,127900.421540099
1844,140784.78716992
1845,144041.506385312
1846,151820.50922764
1847,177927.018391196
1848,60562.1625566282
1849,99771.6345102381
1850,115174.725540875
1851,136553.619346641
1852,125817.665484716
1853,120766.88113074
1854,164998.997138953
1855,150103.956026424
1856,220548.174498329
1857,124732.805483826
1858,137315.1729475
1859,115671.15559379
1860,140854.659149113
1861,115615.634117589
1862,323261.902202539
1863,308011.007125099
1864,302821.957740123
1865,336388.652486796
1866,317034.134786276
1867,215130.45129211
1868,274456.097978498
1869,199574.178723564
1870,221007.36609213
1871,234691.428516847
1872,170595.330267139
1873,244020.759655657
1874,156862.958994881
1875,197172.301036546
1876,199885.637045946
1877,211841.314696567
1878,192307.220813284
1879,128691.003407267
1880,141003.153496939
1881,254417.543220855
1882,236269.335498177
1883,190073.944273576
1884,208300.215096295
1885,211847.910444018
1886,279191.983296639
1887,212461.477791351
1888,269156.843160033
1889,166923.904677275
1890,106589.444520584
1891,112010.518373009
1892,103471.733227861
1893,130366.672703825
1894,119825.724562634
1895,131663.615319112
1896,120591.522328059
1897,121727.972026862
1898,113015.46377299
1899,164003.233281326
1900,154122.010684598
1901,181816.213008804
1902,167202.45836415
1903,236540.325722694
1904,137449.976488992
1905,210516.663213298
1906,137526.749184448
1907,234367.305739991
1908,113401.661436872
1909,134498.5783694
1910,122427.815039365
1911,225199.889192295
1912,328267.871337392
1913,141403.884809355
1914,52324.7785513471
1915,323293.409079886
1916,49651.9588608595
1917,228127.736491104
1918,141326.937631572
1919,165325.312425842
1920,156564.723668203
1921,387264.735275984
1922,316984.301842836
1923,241401.02245407
1924,243579.392342926
1925,203902.021756375
1926,378571.989146047
1927,130988.227339569
1928,159410.156230389
1929,125994.868154012
1930,132565.928409052
1931,140760.953363993
1932,137633.756887101
1933,203372.513801653
1934,184991.444256922
1935,167631.933217221
1936,198091.888133325
1937,180789.321835862
1938,169775.444578743
1939,250279.279306696
1940,198593.188643096
1941,168802.49898631
1942,172713.593768426
1943,217934.438995666
1944,369180.018371147
1945,392261.751754403
1946,128435.289582826
1947,130588.038599858
1948,175305.057490467
1949,242317.814711393
1950,185084.693460123
1951,240238.946738266
1952,204232.990954112
1953,166392.666155022
1954,183939.823859482
1955,134050.096558197
1956,317437.328556631
1957,147437.791785331
1958,269774.296208594
1959,143472.087952564
1960,114226.974832495
1961,123208.789465503
1962,99330.1144378094
1963,108567.89437742
1964,105231.6921171
1965,150380.221231713
1966,139396.397078096
1967,299946.319606529
1968,476318.272880925
1969,380070.618170085
1970,440411.222044964
1971,521896.533987398
1972,389394.859010428
1973,262772.820490175
1974,340893.729383192
1975,308799.157268424
1976,273515.24730614
1977,369012.306928382
1978,366371.873025291
1979,314652.120273386
1980,203107.077696584
1981,343818.070477794
1982,215774.674329297
1983,198366.080555778
1984,179845.886584576
1985,228060.378890781
1986,208097.645913439
1987,189619.504905745
1988,173693.08004351
1989,187640.548883204
1990,203795.807933969
1991,230783.074634357
1992,213763.219393589
1993,168046.144536865
1994,225222.713407977
1995,183576.901457098
1996,255640.196240079
1997,297159.332699656
1998,312685.479887483
1999,273903.648882666
2000,327678.143527803
2001,246255.423876326
2002,233374.864382577
2003,245972.700321128
2004,277296.682386533
2005,215660.155558813
2006,218942.6533084
2007,243650.018722129
2008,215763.014288945
2009,194682.207401843
2010,191132.724225116
2011,129881.893351156
2012,173138.320938913
2013,175943.914402285
2014,184802.806377387
2015,202601.766138742
2016,191433.121383769
2017,191307.948874122
2018,110677.211264642
2019,132867.487971844
2020,99239.9252744127
2021,105180.422566705
2022,188222.852065247
2023,141121.487178144
2024,280490.617572793
2025,374350.206234135
2026,175292.089138074
2027,162974.505592202
2028,157441.449873103
2029,170500.439451873
2030,263105.362001448
2031,227405.21285379
2032,250176.280634688
2033,253140.547210513
2034,175597.361106459
2035,228524.863252266
2036,199496.86484417
2037,235814.024548251
2038,316287.351330662
2039,215264.752773888
2040,305896.030747041
2041,312645.69297287
2042,211319.396418142
2043,181694.247100983
2044,172500.466524505
2045,212899.435461127
2046,170227.989727172
2047,146297.599562319
2048,145346.937765837
2049,150181.745767739
2050,174421.807449503
2051,104727.103708025
2052,124109.989085884
2053,149758.046057303
2054,104009.086571464
2055,145213.230080434
2056,141023.494197975
2057,112683.392641884
2058,201892.121060329
2059,128567.539718104
2060,182735.657593474
2061,176586.551854423
2062,129660.651997543
2063,118894.853411459
2064,141313.106959243
2065,97723.5949047841
2066,159001.520788535
2067,94607.1361668246
2068,156717.349697303
2069,83929.1318620787
2070,116469.130495167
2071,107063.872878931
2072,135320.493461984
2073,128384.884920376
2074,172588.971451205
2075,148387.500433813
2076,114868.121268224
2077,150015.912942869
2078,121481.363061835
2079,129251.706935826
2080,122635.0310974
2081,130678.807654842
2082,110602.493780263
2083,145315.810987214
2084,114208.981002528
2085,123997.014493267
2086,103852.218708798
2087,122602.156639511
2088,95056.2927144591
2089,86778.4380066924
2090,126428.749381395
2091,118937.866952442
2092,114049.915251071
2093,105133.560037312
2094,104669.655435751
2095,154756.769307577
2096,89077.9760635861
2097,101779.203704962
2098,145495.162730456
2099,62061.1966852878
2100,60488.2670070755
2101,115192.277634724
2102,122893.464829911
2103,109043.859411448
2104,122072.821662425
2105,125321.563465914
2106,78058.743427221
2107,186378.281825413
2108,116890.388477778
2109,109914.915509561
2110,123368.722249444
2111,138812.628688188
2112,136175.070239986
2113,124873.531818279
2114,124143.254467402
2115,160170.901410895
2116,111777.56615567
2117,153033.818403002
2118,120769.838713016
2119,119559.176693152
2120,107643.578834904
2121,102478.06384453
2122,118635.568452695
2123,91870.5485016364
2124,156330.7010109
2125,124151.013200839
2126,146282.004028313
2127,182025.120901237
2128,125375.510874729
2129,82153.3414204813
2130,130670.338012611
2131,142800.831313522
2132,105416.476381965
2133,123439.775552889
2134,117631.285341778
2135,106279.426288568
2136,74763.8685807349
2137,101904.077027701
2138,125712.496347292
2139,148097.501192315
2140,137240.278411789
2141,157458.271737985
2142,122773.363326527
2143,150081.421743656
2144,122293.710717908
2145,138142.785504567
2146,170449.055770989
2147,138328.736611217
2148,128323.492637041
2149,140329.632713462
2150,224850.543232021
2151,110493.769287729
2152,156419.725653178
2153,175904.676309083
2154,101879.287779582
2155,128939.18373765
2156,282342.822878993
2157,233075.339512635
2158,230541.021093259
2159,211809.450626557
2160,177740.822631009
2161,228420.921989573
2162,437313.683717952
2163,341750.602412503
2164,240997.539320038
2165,202366.213088335
2166,161104.496079331
2167,219092.494574247
2168,203588.136726924
2169,192282.420491938
2170,216652.63723304
2171,163546.295805238
2172,129948.359747478
2173,180310.726829916
2174,224138.033892064
2175,284863.962826333
2176,299254.711618475
2177,235883.728784109
2178,208388.146447863
2179,137275.218264086
2180,221114.745281802
2181,189312.547806355
2182,221780.374781256
2183,185857.119944939
2184,117281.371114045
2185,118512.127101749
2186,142756.177538698
2187,149181.716599063
2188,146576.967406363
2189,307648.584702998
2190,81892.8745221124
2191,73987.2656332049
2192,80886.0833473337
2193,112105.132326941
2194,101568.954505804
2195,105687.876814288
2196,107532.24328073
2197,121812.321844069
2198,162704.248368266
2199,184532.175032097
2200,154316.230349204
2201,157216.571449227
2202,207445.12278084
2203,141521.524772081
2204,189386.890728482
2205,132140.558177831
2206,142359.720329617
2207,202538.437559172
2208,263689.801122304
2209,252562.938658235
2210,121591.832599485
2211,118529.361782797
2212,128503.597309872
2213,111031.705833547
2214,124296.643263025
2215,106897.998853812
2216,156258.330392794
2217,53567.8042856796
2218,71075.0903892737
2219,63001.7939706177
2220,58389.9423782112
2221,324708.267151158
2222,299548.507087461
2223,273228.517760953
2224,205117.332778389
2225,125298.939008334
2226,187109.815778114
2227,191265.892651869
2228,267084.312251163
2229,251026.733190621
2230,157462.045607367
2231,216965.056390038
2232,186800.944044944
2233,183578.317610057
2234,234340.240739992
2235,225655.148391109
2236,253240.120400133
2237,314597.225702333
2238,195322.83904181
2239,106587.113008185
2240,149728.967190182
2241,168980.590623086
2242,115458.45639682
2243,119439.324556831
2244,96455.1514329425
2245,91082.282994874
2246,139171.258835627
2247,108824.373609532
2248,120660.591464951
2249,121691.582637557
2250,130364.833969716
2251,107724.456386614
2252,179487.361230142
2253,154633.477358391
2254,177710.843363472
2255,184546.405500753
2256,175210.309669038
2257,217333.586787913
2258,164662.363278372
2259,181431.638957969
2260,141974.150249852
2261,195984.213884082
2262,211033.787150843
2263,388741.437279613
2264,581548.152883326
2265,174038.040811613
2266,296320.635414372
2267,393506.772903216
2268,502641.48376355
2269,149483.076649041
2270,184085.123644356
2271,212065.947450685
2272,171865.670363996
2273,156106.947556718
2274,175164.95783226
2275,170381.508998247
2276,194941.954163135
2277,191259.04849971
2278,145043.860326603
2279,131187.914989283
2280,110149.772917415
2281,160663.666893675
2282,171873.258444046
2283,106664.54641337
2284,115584.935381889
2285,140983.504297601
2286,128635.861321424
2287,366359.342471381
2288,274708.167950285
2289,388887.094862306
2290,498052.523436842
2291,346599.652014298
2292,451630.117668942
2293,521007.986649423
2294,428189.921283879
2295,525785.185792578
2296,295120.90649609
2297,341341.380723858
2298,348349.777745345
2299,387858.488666319
2300,335308.662005163
2301,321468.405721394
2302,261930.006536492
2303,249230.414145286
2304,263812.550278104
2305,199108.549108224
2306,192933.438759463
2307,201241.228516053
2308,228765.598298737
2309,273831.140774438
2310,205686.980018322
2311,211859.615569372
2312,177572.475666318
2313,169196.189510637
2314,176589.103229872
2315,180432.204688078
2316,193522.380174405
2317,195298.630318028
2318,185440.996308071
2319,188694.555786679
2320,190223.804352657
2321,237507.215825033
2322,185955.471418673
2323,189119.676877501
2324,172768.233678167
2325,210714.899324778
2326,173119.019900545
2327,199103.577122388
2328,212866.521264875
2329,192450.12661066
2330,186337.09769476
2331,342655.57181777
2332,397803.791361152
2333,321468.658795648
2334,246609.587604911
2335,270581.789836351
2336,306109.501196556
2337,199015.476704676
2338,258035.483063462
2339,201177.832973067
2340,395971.127693331
2341,214916.269757216
2342,233722.163495595
2343,227024.890648463
2344,215075.798326484
2345,234634.268819484
2346,213213.558150969
2347,203083.37598721
2348,244969.818065578
2349,183832.319846895
2350,320713.264243429
2351,254009.661628164
2352,247012.928674565
2353,251743.546884951
2354,145066.047998985
2355,146665.223519648
2356,142835.714915632
2357,190639.67555403
2358,193910.428895197
2359,132528.82161927
2360,119637.39938882
2361,151511.818428709
2362,279213.21047147
2363,131000.861059081
2364,142116.579248195
2365,209799.614526671
2366,195370.512708863
2367,219860.153948449
2368,213230.85504778
2369,220397.302749539
2370,167029.81151578
2371,165895.722735241
2372,192895.673642247
2373,283133.982046224
2374,332401.107286822
2375,235184.450341573
2376,321007.286778528
2377,357328.092937518
2378,157142.259935021
2379,208252.740110101
2380,160899.328993594
2381,182819.077372677
2382,205277.769495625
2383,197409.231460896
2384,237981.54561738
2385,161441.723472711
2386,133237.066215628
2387,133133.96309106
2388,100977.577093184
2389,113948.9664385
2390,149725.467892185
2391,145446.698580907
2392,117377.010497939
2393,175741.971434611
2394,143146.548186021
2395,208139.110237677
2396,144406.815102799
2397,224644.724910747
2398,141405.243685837
2399,69544.4080022953
2400,76558.7541041077
2401,134447.364733264
2402,138489.113955571
2403,147737.373317227
2404,152091.245393896
2405,158815.742935336
2406,143397.545552632
2407,127250.743238259
2408,136878.340773142
2409,116609.704386815
2410,166189.582699564
2411,114964.858064046
2412,148889.964580237
2413,127646.841722708
2414,171195.492677849
2415,137675.028301648
2416,125587.692345999
2417,133102.348234935
2418,132490.773500221
2419,130415.724739126
2420,114847.824049681
2421,252982.670132643
2422,103054.889836439
2423,107907.427125344
2424,154237.74410004
2425,216421.106493133
2426,122601.451058269
2427,125282.947706361
2428,171493.151361449
2429,113817.550796996
2430,138107.149747026
2431,114513.791676465
2432,141362.186542741
2433,139955.859579946
2434,134928.750134047
2435,144769.450655474
2436,103133.026268632
2437,112232.885489985
2438,124006.483144964
2439,98304.8515311658
2440,124282.495633212
2441,88587.964476503
2442,97024.1823409946
2443,122838.139138428
2444,124643.796364077
2445,90899.456734636
2446,131354.398937496
2447,162819.821606429
2448,122524.757894205
2449,107191.542860065
2450,150865.828487388
2451,109507.160688771
2452,193236.085580351
2453,96090.5834419265
2454,105191.104078901
2455,105285.044784422
2456,138121.38735195
2457,141937.848029584
2458,122069.115615443
2459,116348.819596583
2460,139793.472759548
2461,130958.625510309
2462,130987.47993705
2463,126300.540301289
2464,174719.640583997
2465,143267.711255522
2466,126322.041865634
2467,124120.5136666
2468,90833.4570114836
2469,91940.1906154893
2470,201712.0768206
2471,228723.79831794
2472,162191.542184353
2473,122293.940405425
2474,54792.0459507631
2475,199243.195039583
2476,122484.739129239
2477,126996.080868336
2478,156056.86597675
2479,106808.528635289
2480,150628.908890075
2481,121076.918826786
2482,122044.182038628
2483,114473.530284348
2484,122489.072986157
2485,125065.978243016
2486,140702.03040707
2487,147352.839574224
2488,159889.398995313
2489,149506.387525969
2490,136565.129866633
2491,85310.7010189187
2492,203475.919224595
2493,141296.391112321
2494,127874.056522901
2495,79494.4919748483
2496,238126.609737816
2497,153516.273853284
2498,116182.288513642
2499,85378.4896494082
2500,134976.82755694
2501,134752.094733809
2502,138115.484740762
2503,95283.0781320773
2504,396183.129459976
2505,228836.130566266
2506,242601.065542214
2507,294316.251942881
2508,242582.869823213
2509,210123.145295545
2510,206642.758036023
2511,174092.120937574
2512,209259.312854575
2513,220990.537665574
2514,323694.61655317
2515,151923.853194673
2516,173633.582321879
2517,151494.41553677
2518,156314.181001501
2519,225825.585295153
2520,213939.323547125
2521,187824.365031464
2522,217609.34082741
2523,118380.602970303
2524,131739.975558531
2525,144000.048872954
2526,142088.796059781
2527,123195.50838568
2528,145124.92474871
2529,107836.992311304
2530,130578.643153416
2531,256563.244038629
2532,219840.732679547
2533,197075.188665831
2534,223219.439111841
2535,294253.49637608
2536,227038.041213902
2537,237841.400010228
2538,187352.682666076
2539,182588.910738886
2540,177032.93100718
2541,175311.856027514
2542,163727.581808508
2543,116761.924765986
2544,116892.112331438
2545,127609.638875616
2546,128225.439947693
2547,127702.253772326
2548,148523.807763049
2549,153274.845424126
2550,1531006.95085351
2551,140162.060472938
2552,130084.478868959
2553,73616.9313962408
2554,84187.3438266917
2555,113422.302726731
2556,96748.6015513762
2557,103319.740828112
2558,143293.345566883
2559,146283.22851275
2560,159849.560415148
2561,150320.446297064
2562,144925.517905402
2563,154160.776177642
2564,207258.412327118
2565,155319.712672945
2566,157442.501770431
2567,157548.159458329
2568,211921.640805045
2569,253034.214570622
2570,115072.244643463
2571,207450.722628512
2572,155278.57173246
2573,222348.719846562
2574,182253.002903255
2575,135156.156257399
2576,156721.460929433
2577,139508.141576507
2578,86533.3693413517
2579,58220.1579662097
2580,74213.7511288709
2581,88769.1422780204
2582,105112.765723599
2583,294954.408419389
2584,164214.461622097
2585,176762.760520931
2586,215473.308163765
2587,196188.635647854
2588,144882.23539788
2589,148717.144072185
2590,197580.539174577
2591,231677.95636931
2592,218027.374593568
2593,247422.818705322
2594,187095.248198369
2595,197391.669448767
2596,284809.035515662
2597,188502.010899324
2598,286693.182649334
2599,384785.9184902
2600,344974.647089626
2601,131653.214984368
2602,82853.1545969478
2603,87162.434946717
2604,89079.5972160807
2605,80417.7599438355
2606,138433.10766431
2607,212630.94467723
2608,166727.812468041
2609,174294.113416954
2610,106891.298180018
2611,182031.786314053
2612,166845.108192178
2613,128660.748171974
2614,121995.739578484
2615,158535.857788525
2616,143877.103927704
2617,194475.165989126
2618,162277.697831311
2619,195804.823947259
2620,187139.86208669
2621,174187.157082199
2622,178224.172297101
2623,236309.543313745
2624,302724.617503569
2625,328954.394224185
2626,173856.259994233
2627,171279.761986777
2628,545305.575343891
2629,559980.492528334
2630,379219.191687426
2631,529256.690251259
2632,429202.000776156
2633,299367.848970187
2634,435678.645714733
2635,146685.670369056
2636,173567.23759765
2637,175180.737376501
2638,263812.169377207
2639,176828.678103335
2640,147046.550538699
2641,109512.112969545
2642,180488.477092588
2643,107801.235626344
2644,118692.196743328
2645,110864.614049215
2646,96468.417227481
2647,105486.341872389
2648,148582.860227067
2649,151448.782944437
2650,136210.590958959
2651,137973.318358879
2652,441796.012257811
2653,253710.8152991
2654,275102.910275169
2655,433729.435059599
2656,330756.752409399
2657,366251.429461664
2658,321557.887183328
2659,307198.795145605
2660,375551.701856458
2661,353790.909823631
2662,368596.853595214
2663,292865.147891757
2664,263669.819298129
2665,323135.705770508
2666,269002.712315759
2667,172896.124971317
2668,183685.277914335
2669,185647.549443403
2670,272600.974740909
2671,190531.49572627
2672,193493.344887325
2673,199451.226410122
2674,195917.786559048
2675,177254.158819761
2676,187859.928067717
2677,203132.342462174
2678,239338.015518661
2679,263614.700492691
2680,272204.820064432
2681,412052.452920308
2682,317784.980561356
2683,591658.365712168
2684,311324.668504562
2685,329670.540403319
2686,246167.480949329
2687,315862.750321494
2688,217087.606367402
2689,206848.231177577
2690,460506.631580332
2691,197584.687866244
2692,140022.558762211
2693,203772.726121956
2694,131246.402676735
2695,192902.753306502
2696,185041.278175056
2697,191326.013003873
2698,199479.048232793
2699,169480.256027457
2700,149218.511801988
2701,140582.973849477
2702,109146.584327825
2703,122030.006902779
2704,136935.556089268
2705,109155.049965278
2706,103973.319226293
2707,113866.927306497
2708,133181.151856029
2709,98867.6220591168
2710,123272.332780737
2711,406736.848572504
2712,391404.016599271
2713,169267.535069854
2714,153562.632411204
2715,170741.333898187
2716,153059.795685825
2717,197498.040268927
2718,214495.843358295
2719,164765.067305425
2720,181363.364069549
2721,132107.461653085
2722,169568.591566974
2723,137093.858132514
2724,130270.791024865
2725,129964.870021527
2726,155825.351298796
2727,170650.104617898
2728,177380.493015483
2729,148357.465153163
2730,149940.415812422
2731,130072.068577929
2732,119692.601245847
2733,159879.801300658
2734,137426.617192523
2735,140895.395013914
2736,139676.446514763
2737,120435.99218255
2738,140152.257578867
2739,151837.478991791
2740,138556.872823288
2741,134030.294240791
2742,154467.027943028
2743,164066.630248698
2744,162418.342988053
2745,142787.986041635
2746,135275.916926263
2747,140714.259351988
2748,126036.045990286
2749,133637.099766205
2750,129946.343907499
2751,137987.531633306
2752,151248.037689182
2753,156275.982292556
2754,225456.876389122
2755,144539.136502404
2756,99384.8202620177
2757,67679.7183885909
2758,95221.2823326652
2759,165759.46332065
2760,116935.023352634
2761,138528.200520161
2762,140387.015894024
2763,186384.385009444
2764,141451.986955374
2765,286822.663507279
2766,133497.901288388
2767,87851.1256936385
2768,118945.824673095
2769,128247.674482273
2770,140427.419803985
2771,105337.103045362
2772,109443.160019427
2773,164991.409091966
2774,146163.340745482
2775,107160.222399433
2776,138233.915938592
2777,152186.463118182
2778,101696.060097499
2779,118968.82634165
2780,91505.4711167799
2781,96961.560126265
2782,101372.645353309
2783,102044.336841018
2784,128911.051850798
2785,138500.39109217
2786,75270.087293459
2787,119148.541112662
2788,80721.6025181273
2789,170930.202111235
2790,94341.6287630026
2791,115195.557426288
2792,53650.0454893835
2793,146236.57945613
2794,107760.285781496
2795,116526.098249374
2796,96873.4001317986
2797,204347.456439518
2798,96992.0488585153
2799,105144.164264705
2800,72843.0067019083
2801,108283.983735805
2802,116352.253487109
2803,167336.915355223
2804,125876.340418731
2805,92048.9499854581
2806,94986.2084358189
2807,262740.6332098
2808,142732.135074303
2809,130781.777316091
2810,122106.707023343
2811,156229.886487529
2812,175918.51041217
2813,164877.210844545
2814,166870.435005814
2815,79988.3960539131
2816,219001.113376011
2817,151873.989234455
2818,135929.578241264
2819,182618.977747442
2820,130671.448167622
2821,85135.5708501471
2822,170133.46285227
2823,336811.5854514
2824,174352.696079567
2825,140064.111148003
2826,128850.278924642
2827,133237.062001135
2828,222973.558337389
2829,215438.211825177
2830,233191.444368102
2831,168725.882361723
2832,248514.20107832
2833,301480.86578116
2834,227756.074312754
2835,212798.298280638
2836,190766.998774377
2837,152844.575401114
2838,154874.337973788
2839,174904.52262651
2840,205282.129379958
2841,198411.391008036
2842,222624.592013866
2843,152628.391956837
2844,172237.396312598
2845,126084.839556783
2846,205781.497732599
2847,207461.850818008
2848,212643.257138357
